Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Alberta,Calgary Zone,Breast Cancer Surgery,90th Percentile,2017,Days,48.0
Provincial,Alberta,Calgary Zone,Breast Cancer Surgery,Volume,2017,Number of cases,333.0
Provincial,Alberta,Calgary Zone,CABG,50th Percentile,2017,Days,10.0
Provincial,Alberta,Calgary Zone,CABG,90th Percentile,2017,Days,56.0
Provincial,Alberta,Calgary Zone,CABG,Volume,2017,Number of cases,503.0
Provincial,Alberta,Calgary Zone,Cataract surgery,% Meeting Benchmark,2017,Proportion,56.0
Provincial,Alberta,Calgary Zone,Cataract surgery,50th Percentile,2017,Days,99.0
Provincial,Alberta,Calgary Zone,Cataract surgery,90th Percentile,2017,Days,260.0
Provincial,Alberta,Calgary Zone,Cataract surgery,Volume,2017,Number of cases,548.0
Provincial,Alberta,Calgary Zone,Colorectal Cancer Surgery,50th Percentile,2017,Days,28.0
Provincial,Alberta,Calgary Zone,Colorectal Cancer Surgery,90th Percentile,2017,Days,67.0
Provincial,Alberta,Calgary Zone,Colorectal Cancer Surgery,Volume,2017,Number of cases,473.0
Provincial,Alberta,Calgary Zone,CT Scan,50th Percentile,2017,Days,30.0
Provincial,Alberta,Calgary Zone,CT Scan,90th Percentile,2017,Days,110.0
Provincial,Alberta,Calgary Zone,Hip Fracture Repair,% Meeting Benchmark,2017,Proportion,92.0
Provincial,Alberta,Calgary Zone,Hip Fracture Repair,50th Percentile,2017,Days,0.79
Provincial,Alberta,Calgary Zone,Hip Fracture Repair,90th Percentile,2017,Days,1.88
Provincial,Alberta,Calgary Zone,Hip Fracture Repair,Volume,2017,Number of cases,390.0
Provincial,Alberta,Calgary Zone,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2017,Proportion,89.0
Provincial,Alberta,Calgary Zone,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2017,Days,1.04
Provincial,Alberta,Calgary Zone,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2017,Days,2.08
Provincial,Alberta,Calgary Zone,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,177.0
Provincial,Alberta,Calgary Zone,Hip Replacement,% Meeting Benchmark,2017,Proportion,73.0
Provincial,Alberta,Calgary Zone,Hip Replacement,50th Percentile,2017,Days,121.0
Provincial,Alberta,Calgary Zone,Hip Replacement,90th Percentile,2017,Days,251.0
Provincial,Alberta,Calgary Zone,Hip Replacement,Volume,2017,Number of cases,239.0
Regional,Alberta,South Zone,Hip Replacement,% Meeting Benchmark,2017,Proportion,53.0
Regional,Alberta,South Zone,Hip Replacement,50th Percentile,2017,Days,180.0
Regional,Alberta,South Zone,Hip Replacement,90th Percentile,2017,Days,361.0
Regional,Alberta,South Zone,Hip Replacement,Volume,2017,Number of cases,221.0
Regional,Alberta,Calgary Zone,Hip Replacement,% Meeting Benchmark,2017,Proportion,77.0
Regional,Alberta,Calgary Zone,Hip Replacement,50th Percentile,2017,Days,110.0
Regional,Alberta,Calgary Zone,Hip Replacement,90th Percentile,2017,Days,223.0
Regional,Alberta,Calgary Zone,Hip Replacement,Volume,2017,Number of cases,701.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,% Meeting Benchmark,2017,Proportion,83.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,50th Percentile,2017,Days,79.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,90th Percentile,2017,Days,224.0
Regional,Alberta,Central Zone (Alta.),Hip Replacement,Volume,2017,Number of cases,206.0
Regional,Alberta,Edmonton Zone,Hip Replacement,% Meeting Benchmark,2017,Proportion,72.0
Regional,Alberta,Edmonton Zone,Hip Replacement,50th Percentile,2017,Days,139.0
Regional,Alberta,Edmonton Zone,Hip Replacement,90th Percentile,2017,Days,254.0
Regional,Alberta,Edmonton Zone,Hip Replacement,Volume,2017,Number of cases,796.0
Regional,Alberta,North Zone,Hip Replacement,% Meeting Benchmark,2017,Proportion,77.0
Regional,Alberta,North Zone,Hip Replacement,50th Percentile,2017,Days,104.0
Regional,Alberta,North Zone,Hip Replacement,90th Percentile,2017,Days,226.0
Regional,Alberta,North Zone,Hip Replacement,Volume,2017,Number of cases,100.0
Provincial,Alberta,Calgary Zone,Knee Replacement,% Meeting Benchmark,2017,Proportion,67.0
Provincial,Alberta,Calgary Zone,Knee Replacement,50th Percentile,2017,Days,143.0
Provincial,Alberta,Calgary Zone,Knee Replacement,90th Percentile,2017,Days,280.0
Provincial,Alberta,Calgary Zone,Knee Replacement,Volume,2017,Number of cases,294.0
Regional,Alberta,South Zone,Knee Replacement,% Meeting Benchmark,2017,Proportion,46.0
Regional,Alberta,South Zone,Knee Replacement,50th Percentile,2017,Days,191.0
Regional,Alberta,South Zone,Knee Replacement,90th Percentile,2017,Days,410.0
Regional,Alberta,South Zone,Knee Replacement,Volume,2017,Number of cases,364.0
Regional,Alberta,Calgary Zone,Knee Replacement,% Meeting Benchmark,2017,Proportion,77.0
Regional,Alberta,Calgary Zone,Knee Replacement,50th Percentile,2017,Days,124.0
Regional,Alberta,Calgary Zone,Knee Replacement,90th Percentile,2017,Days,230.0
Regional,Alberta,Calgary Zone,Knee Replacement,Volume,2017,Number of cases,294.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,% Meeting Benchmark,2017,Proportion,72.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,50th Percentile,2017,Days,102.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,90th Percentile,2017,Days,266.0
Regional,Alberta,Central Zone (Alta.),Knee Replacement,Volume,2017,Number of cases,317.0
Regional,Alberta,Edmonton Zone,Knee Replacement,% Meeting Benchmark,2017,Proportion,62.0
Regional,Alberta,Edmonton Zone,Knee Replacement,50th Percentile,2017,Days,158.0
Regional,Alberta,Edmonton Zone,Knee Replacement,90th Percentile,2017,Days,299.0
Regional,Alberta,Edmonton Zone,Knee Replacement,Volume,2017,Number of cases,294.0
Regional,Alberta,North Zone,Knee Replacement,% Meeting Benchmark,2017,Proportion,59.0
Regional,Alberta,North Zone,Knee Replacement,50th Percentile,2017,Days,125.0
Regional,Alberta,North Zone,Knee Replacement,90th Percentile,2017,Days,266.0
Regional,Alberta,North Zone,Knee Replacement,Volume,2017,Number of cases,193.0
Provincial,Alberta,Calgary Zone,Lung Cancer Surgery,50th Percentile,2017,Days,29.0
Provincial,Alberta,Calgary Zone,Lung Cancer Surgery,90th Percentile,2017,Days,57.0
Provincial,Alberta,Calgary Zone,Lung Cancer Surgery,Volume,2017,Number of cases,309.0
Provincial,Alberta,Calgary Zone,MRI Scan,50th Percentile,2017,Days,95.0
Provincial,Alberta,Calgary Zone,MRI Scan,90th Percentile,2017,Days,277.0
Provincial,Alberta,Calgary Zone,Prostate Cancer Surgery,50th Percentile,2017,Days,48.0
Provincial,Alberta,Calgary Zone,Prostate Cancer Surgery,90th Percentile,2017,Days,122.0
Provincial,Alberta,Calgary Zone,Prostate Cancer Surgery,Volume,2017,Number of cases,634.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,% Meeting Benchmark,2017,Proportion,99.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,50th Percentile,2017,Days,6.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,90th Percentile,2017,Days,18.0
Provincial,Alberta,Calgary Zone,Radiation Therapy,Volume,2017,Number of cases,393.0
Provincial,British Columbia,Fraser Health,Bladder Cancer Surgery,50th Percentile,2017,Days,22.0
Provincial,British Columbia,Fraser Health,Bladder Cancer Surgery,90th Percentile,2017,Days,55.0
Provincial,British Columbia,Fraser Health,Bladder Cancer Surgery,Volume,2017,Number of cases,254.0
Provincial,British Columbia,Fraser Health,Breast Cancer Surgery,50th Percentile,2017,Days,18.0
Provincial,British Columbia,Fraser Health,Breast Cancer Surgery,90th Percentile,2017,Days,48.0
Provincial,British Columbia,Fraser Health,Breast Cancer Surgery,Volume,2017,Number of cases,333.0
Provincial,British Columbia,Fraser Health,CABG,50th Percentile,2017,Days,7.0
Provincial,British Columbia,Fraser Health,CABG,90th Percentile,2017,Days,84.0
Provincial,British Columbia,Fraser Health,CABG,Volume,2017,Number of cases,208.0
Provincial,British Columbia,Fraser Health,Cataract surgery,% Meeting Benchmark,2017,Proportion,63.0
Provincial,British Columbia,Fraser Health,Cataract surgery,50th Percentile,2017,Days,78.0
Provincial,British Columbia,Fraser Health,Cataract surgery,90th Percentile,2017,Days,251.0
Provincial,British Columbia,Fraser Health,Cataract surgery,Volume,2017,Number of cases,548.0
Provincial,British Columbia,Fraser Health,Colorectal Cancer Surgery,50th Percentile,2017,Days,21.0
Provincial,British Columbia,Fraser Health,Colorectal Cancer Surgery,90th Percentile,2017,Days,57.0
Provincial,British Columbia,Fraser Health,Colorectal Cancer Surgery,Volume,2017,Number of cases,991.0
Provincial,British Columbia,Fraser Health,CT Scan,50th Percentile,2017,Days,19.5
Provincial,British Columbia,Fraser Health,CT Scan,90th Percentile,2017,Days,71.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,% Meeting Benchmark,2017,Proportion,84.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,50th Percentile,2017,Days,1.04
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,90th Percentile,2017,Days,2.5
Provincial,British Columbia,Fraser Health,Hip Fracture Repair,Volume,2017,Number of cases,390.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2017,Proportion,80.0
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2017,Days,1.12
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2017,Days,2.17
Provincial,British Columbia,Fraser Health,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,177.0
Provincial,British Columbia,Fraser Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,62.0
Provincial,British Columbia,Fraser Health,Hip Replacement,50th Percentile,2017,Days,133.0
Provincial,British Columbia,Fraser Health,Hip Replacement,90th Percentile,2017,Days,330.0
Provincial,British Columbia,Fraser Health,Hip Replacement,Volume,2017,Number of cases,239.0
Regional,British Columbia,Interior Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,52.0
Regional,British Columbia,Interior Health,Hip Replacement,50th Percentile,2017,Days,175.0
Regional,British Columbia,Interior Health,Hip Replacement,90th Percentile,2017,Days,319.0
Regional,British Columbia,Interior Health,Hip Replacement,Volume,2017,Number of cases,620.0
Regional,British Columbia,Fraser Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,69.0
Regional,British Columbia,Fraser Health,Hip Replacement,50th Percentile,2017,Days,106.0
Regional,British Columbia,Fraser Health,Hip Replacement,90th Percentile,2017,Days,334.0
Regional,British Columbia,Fraser Health,Hip Replacement,Volume,2017,Number of cases,546.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,76.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,50th Percentile,2017,Days,94.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,90th Percentile,2017,Days,302.0
Regional,British Columbia,Vancouver Coastal Health,Hip Replacement,Volume,2017,Number of cases,811.0
Regional,British Columbia,Island Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,49.0
Regional,British Columbia,Island Health,Hip Replacement,50th Percentile,2017,Days,190.0
Regional,British Columbia,Island Health,Hip Replacement,90th Percentile,2017,Days,347.0
Regional,British Columbia,Island Health,Hip Replacement,Volume,2017,Number of cases,678.0
Regional,British Columbia,Northern Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,57.0
Regional,British Columbia,Northern Health,Hip Replacement,50th Percentile,2017,Days,151.0
Regional,British Columbia,Northern Health,Hip Replacement,90th Percentile,2017,Days,401.0
Regional,British Columbia,Northern Health,Hip Replacement,Volume,2017,Number of cases,175.0
Provincial,British Columbia,Fraser Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,46.0
Provincial,British Columbia,Fraser Health,Knee Replacement,50th Percentile,2017,Days,196.0
Provincial,British Columbia,Fraser Health,Knee Replacement,90th Percentile,2017,Days,395.0
Provincial,British Columbia,Fraser Health,Knee Replacement,Volume,2017,Number of cases,294.0
Regional,British Columbia,Interior Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,38.0
Regional,British Columbia,Interior Health,Knee Replacement,50th Percentile,2017,Days,210.0
Regional,British Columbia,Interior Health,Knee Replacement,90th Percentile,2017,Days,333.0
Regional,British Columbia,Interior Health,Knee Replacement,Volume,2017,Number of cases,981.0
Regional,British Columbia,Fraser Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,53.0
Regional,British Columbia,Fraser Health,Knee Replacement,50th Percentile,2017,Days,169.0
Regional,British Columbia,Fraser Health,Knee Replacement,90th Percentile,2017,Days,420.0
Regional,British Columbia,Fraser Health,Knee Replacement,Volume,2017,Number of cases,294.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,67.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,50th Percentile,2017,Days,127.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,90th Percentile,2017,Days,330.0
Regional,British Columbia,Vancouver Coastal Health,Knee Replacement,Volume,2017,Number of cases,835.0
Regional,British Columbia,Island Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,32.0
Regional,British Columbia,Island Health,Knee Replacement,50th Percentile,2017,Days,242.0
Regional,British Columbia,Island Health,Knee Replacement,90th Percentile,2017,Days,464.0
Regional,British Columbia,Island Health,Knee Replacement,Volume,2017,Number of cases,893.0
Regional,British Columbia,Northern Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,36.0
Regional,British Columbia,Northern Health,Knee Replacement,50th Percentile,2017,Days,291.0
Regional,British Columbia,Northern Health,Knee Replacement,90th Percentile,2017,Days,455.0
Regional,British Columbia,Northern Health,Knee Replacement,Volume,2017,Number of cases,378.0
Provincial,British Columbia,Fraser Health,Lung Cancer Surgery,50th Percentile,2017,Days,27.0
Provincial,British Columbia,Fraser Health,Lung Cancer Surgery,90th Percentile,2017,Days,62.0
Provincial,British Columbia,Fraser Health,Lung Cancer Surgery,Volume,2017,Number of cases,407.0
Provincial,British Columbia,Fraser Health,MRI Scan,50th Percentile,2017,Days,48.0
Provincial,British Columbia,Fraser Health,MRI Scan,90th Percentile,2017,Days,177.5
Provincial,British Columbia,Fraser Health,Prostate Cancer Surgery,50th Percentile,2017,Days,39.0
Provincial,British Columbia,Fraser Health,Prostate Cancer Surgery,90th Percentile,2017,Days,78.0
Provincial,British Columbia,Fraser Health,Prostate Cancer Surgery,Volume,2017,Number of cases,493.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,% Meeting Benchmark,2017,Proportion,93.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,50th Percentile,2017,Days,9.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,90th Percentile,2017,Days,25.0
Provincial,British Columbia,Fraser Health,Radiation Therapy,Volume,2017,Number of cases,393.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Bladder Cancer Surgery,50th Percentile,2017,Days,25.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Bladder Cancer Surgery,90th Percentile,2017,Days,60.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Bladder Cancer Surgery,Volume,2017,Number of cases,254.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Breast Cancer Surgery,50th Percentile,2017,Days,21.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Breast Cancer Surgery,90th Percentile,2017,Days,43.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Breast Cancer Surgery,Volume,2017,Number of cases,142.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CABG,50th Percentile,2017,Days,9.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CABG,90th Percentile,2017,Days,41.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CABG,Volume,2017,Number of cases,218.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,% Meeting Benchmark,2017,Proportion,32.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,50th Percentile,2017,Days,155.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,90th Percentile,2017,Days,409.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Cataract surgery,Volume,2017,Number of cases,548.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Colorectal Cancer Surgery,50th Percentile,2017,Days,20.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Colorectal Cancer Surgery,90th Percentile,2017,Days,45.5
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Colorectal Cancer Surgery,Volume,2017,Number of cases,237.5
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CT Scan,50th Percentile,2017,Days,19.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,CT Scan,90th Percentile,2017,Days,77.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,% Meeting Benchmark,2017,Proportion,93.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,50th Percentile,2017,Days,0.83
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,90th Percentile,2017,Days,1.75
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair,Volume,2017,Number of cases,552.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2017,Proportion,80.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2017,Days,1.12
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2017,Days,2.17
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,177.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,% Meeting Benchmark,2017,Proportion,53.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,50th Percentile,2017,Days,169.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,90th Percentile,2017,Days,414.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,Volume,2017,Number of cases,710.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,% Meeting Benchmark,2017,Proportion,71.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,50th Percentile,2017,Days,117.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,90th Percentile,2017,Days,280.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Hip Replacement,Volume,2017,Number of cases,239.0
Regional,Manitoba,Southern Health — Santé Sud,Hip Replacement,% Meeting Benchmark,2017,Proportion,28.0
Regional,Manitoba,Southern Health — Santé Sud,Hip Replacement,50th Percentile,2017,Days,223.0
Regional,Manitoba,Southern Health — Santé Sud,Hip Replacement,90th Percentile,2017,Days,621.0
Regional,Manitoba,Southern Health — Santé Sud,Hip Replacement,Volume,2017,Number of cases,107.0
Regional,Manitoba,Prairie Mountain Health,Hip Replacement,% Meeting Benchmark,2017,Proportion,67.0
Regional,Manitoba,Prairie Mountain Health,Hip Replacement,50th Percentile,2017,Days,141.0
Regional,Manitoba,Prairie Mountain Health,Hip Replacement,90th Percentile,2017,Days,307.0
Regional,Manitoba,Prairie Mountain Health,Hip Replacement,Volume,2017,Number of cases,67.0
Regional,Manitoba,Northern Health Region,Hip Replacement,% Meeting Benchmark,2017,Proportion,71.0
Regional,Manitoba,Northern Health Region,Hip Replacement,50th Percentile,2017,Days,117.0
Regional,Manitoba,Northern Health Region,Hip Replacement,90th Percentile,2017,Days,280.0
Regional,Manitoba,Northern Health Region,Hip Replacement,Volume,2017,Number of cases,239.0
Regional,Manitoba,Winnipeg Regional Health Authority,Hip Replacement,% Meeting Benchmark,2017,Proportion,56.0
Regional,Manitoba,Winnipeg Regional Health Authority,Hip Replacement,50th Percentile,2017,Days,156.0
Regional,Manitoba,Winnipeg Regional Health Authority,Hip Replacement,90th Percentile,2017,Days,364.0
Regional,Manitoba,Winnipeg Regional Health Authority,Hip Replacement,Volume,2017,Number of cases,536.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,% Meeting Benchmark,2017,Proportion,43.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,50th Percentile,2017,Days,203.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,90th Percentile,2017,Days,435.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,Volume,2017,Number of cases,294.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,% Meeting Benchmark,2017,Proportion,63.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,50th Percentile,2017,Days,143.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,90th Percentile,2017,Days,325.0
Regional,Manitoba,Interlake–Eastern Regional Health Authority,Knee Replacement,Volume,2017,Number of cases,294.0
Regional,Manitoba,Southern Health — Santé Sud,Knee Replacement,% Meeting Benchmark,2017,Proportion,8.0
Regional,Manitoba,Southern Health — Santé Sud,Knee Replacement,50th Percentile,2017,Days,292.0
Regional,Manitoba,Southern Health — Santé Sud,Knee Replacement,90th Percentile,2017,Days,653.0
Regional,Manitoba,Southern Health — Santé Sud,Knee Replacement,Volume,2017,Number of cases,108.0
Regional,Manitoba,Prairie Mountain Health,Knee Replacement,% Meeting Benchmark,2017,Proportion,48.0
Regional,Manitoba,Prairie Mountain Health,Knee Replacement,50th Percentile,2017,Days,191.0
Regional,Manitoba,Prairie Mountain Health,Knee Replacement,90th Percentile,2017,Days,360.0
Regional,Manitoba,Prairie Mountain Health,Knee Replacement,Volume,2017,Number of cases,126.0
Regional,Manitoba,Northern Health Region,Knee Replacement,% Meeting Benchmark,2017,Proportion,63.0
Regional,Manitoba,Northern Health Region,Knee Replacement,50th Percentile,2017,Days,143.0
Regional,Manitoba,Northern Health Region,Knee Replacement,90th Percentile,2017,Days,325.0
Regional,Manitoba,Northern Health Region,Knee Replacement,Volume,2017,Number of cases,294.0
Regional,Manitoba,Winnipeg Regional Health Authority,Knee Replacement,% Meeting Benchmark,2017,Proportion,47.0
Regional,Manitoba,Winnipeg Regional Health Authority,Knee Replacement,50th Percentile,2017,Days,193.0
Regional,Manitoba,Winnipeg Regional Health Authority,Knee Replacement,90th Percentile,2017,Days,411.0
Regional,Manitoba,Winnipeg Regional Health Authority,Knee Replacement,Volume,2017,Number of cases,914.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Lung Cancer Surgery,50th Percentile,2017,Days,24.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Lung Cancer Surgery,90th Percentile,2017,Days,41.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Lung Cancer Surgery,Volume,2017,Number of cases,89.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,MRI Scan,50th Percentile,2017,Days,76.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,MRI Scan,90th Percentile,2017,Days,219.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Prostate Cancer Surgery,50th Percentile,2017,Days,41.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Prostate Cancer Surgery,90th Percentile,2017,Days,94.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Prostate Cancer Surgery,Volume,2017,Number of cases,101.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Radiation Therapy,% Meeting Benchmark,2017,Proportion,100.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Radiation Therapy,50th Percentile,2017,Days,12.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Radiation Therapy,90th Percentile,2017,Days,25.0
Provincial,Manitoba,Interlake–Eastern Regional Health Authority,Radiation Therapy,Volume,2017,Number of cases,393.0
Provincial,New Brunswick,Horizon Health Network,Bladder Cancer Surgery,50th Percentile,2017,Days,30.0
Provincial,New Brunswick,Horizon Health Network,Bladder Cancer Surgery,90th Percentile,2017,Days,74.0
Provincial,New Brunswick,Horizon Health Network,Bladder Cancer Surgery,Volume,2017,Number of cases,238.0
Provincial,New Brunswick,Horizon Health Network,Breast Cancer Surgery,50th Percentile,2017,Days,22.0
Provincial,New Brunswick,Horizon Health Network,Breast Cancer Surgery,90th Percentile,2017,Days,47.0
Provincial,New Brunswick,Horizon Health Network,Breast Cancer Surgery,Volume,2017,Number of cases,358.0
Provincial,New Brunswick,Horizon Health Network,CABG,50th Percentile,2017,Days,8.0
Provincial,New Brunswick,Horizon Health Network,CABG,90th Percentile,2017,Days,183.0
Provincial,New Brunswick,Horizon Health Network,CABG,Volume,2017,Number of cases,239.0
Provincial,New Brunswick,Horizon Health Network,Cataract surgery,% Meeting Benchmark,2017,Proportion,73.0
Provincial,New Brunswick,Horizon Health Network,Cataract surgery,50th Percentile,2017,Days,55.0
Provincial,New Brunswick,Horizon Health Network,Cataract surgery,90th Percentile,2017,Days,218.0
Provincial,New Brunswick,Horizon Health Network,Cataract surgery,Volume,2017,Number of cases,548.0
Provincial,New Brunswick,Horizon Health Network,Colorectal Cancer Surgery,50th Percentile,2017,Days,22.0
Provincial,New Brunswick,Horizon Health Network,Colorectal Cancer Surgery,90th Percentile,2017,Days,44.0
Provincial,New Brunswick,Horizon Health Network,Colorectal Cancer Surgery,Volume,2017,Number of cases,216.0
Provincial,New Brunswick,Horizon Health Network,CT Scan,50th Percentile,2017,Days,19.5
Provincial,New Brunswick,Horizon Health Network,CT Scan,90th Percentile,2017,Days,71.0
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair,% Meeting Benchmark,2017,Proportion,90.0
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair,50th Percentile,2017,Days,0.71
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair,90th Percentile,2017,Days,2.0
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair,Volume,2017,Number of cases,390.0
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2017,Proportion,80.0
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2017,Days,1.12
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2017,Days,2.17
Provincial,New Brunswick,Horizon Health Network,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,177.0
Provincial,New Brunswick,Horizon Health Network,Hip Replacement,% Meeting Benchmark,2017,Proportion,56.0
Provincial,New Brunswick,Horizon Health Network,Hip Replacement,50th Percentile,2017,Days,162.0
Provincial,New Brunswick,Horizon Health Network,Hip Replacement,90th Percentile,2017,Days,386.0
Provincial,New Brunswick,Horizon Health Network,Hip Replacement,Volume,2017,Number of cases,508.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,% Meeting Benchmark,2017,Proportion,54.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,50th Percentile,2017,Days,169.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,90th Percentile,2017,Days,362.0
Regional,New Brunswick,Horizon Health Network,Hip Replacement,Volume,2017,Number of cases,339.0
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,% Meeting Benchmark,2017,Proportion,59.0
